################################
# DATA CONSIDERED FOR THE TESTS#
################################

# elastic momentum transfer constant rate coefficient = 1.000000e-12 (m3s-1)
#                                     gas temperature = 300.000000 (K)
#                           mass of the heavy species = 40.000000 (uam)
#               decades of decay ensured for the eedf = 15 
#                 number of cells for the energy grid = 6100 

E/N(Td)              Te_th(eV)            Te_sim(eV)           RelError(Te)         RelError(EEDF)
0.00000000000000e+00 2.58519910116516e-02 2.58511670087519e-02 3.18738660927349e-05 4.23179495127867e-05 
1.00000000000000e+00 3.01268347033801e-02 3.01258753892463e-02 3.18425132679075e-05 4.22345417694600e-05 
2.00000000000000e+00 4.29513657785653e-02 4.29500019485371e-02 3.17528908225176e-05 4.19965552137860e-05 
3.00000000000000e+00 6.43255842372075e-02 6.43235367522519e-02 3.18300250182011e-05 4.22013496737769e-05 
4.00000000000000e+00 9.42494900793065e-02 9.42464797882660e-02 3.19396002878554e-05 4.24930873278395e-05 
5.00000000000000e+00 1.32723083304862e-01 1.32718859477374e-01 3.18243622972177e-05 4.21862814717357e-05 
6.00000000000000e+00 1.79746363913875e-01 1.79740633198626e-01 3.18822318530008e-05 4.23402301557018e-05 
7.00000000000000e+00 2.35319331906345e-01 2.35311829362270e-01 3.18823957801381e-05 4.23406648138277e-05 
8.00000000000000e+00 2.99441987282271e-01 2.99432504721573e-01 3.16674384379313e-05 4.17702504929039e-05 
9.00000000000000e+00 3.72114330041654e-01 3.72102403720697e-01 3.20501523172225e-05 4.27884329273094e-05 
1.00000000000000e+01 4.53336360184494e-01 4.53321853035686e-01 3.20008498818327e-05 4.26565926243070e-05 
1.10000000000000e+01 5.43108077710791e-01 5.43090710569972e-01 3.19773200432154e-05 4.25937404395352e-05 
1.20000000000000e+01 6.41429482620545e-01 6.41408976338371e-01 3.19696595334458e-05 4.25733134654003e-05 
1.30000000000000e+01 7.48300574913756e-01 7.48276792394451e-01 3.17820406691837e-05 4.20738833220402e-05 
1.40000000000000e+01 8.63721354590423e-01 8.63693874642028e-01 3.18157566085409e-05 4.21634228496112e-05 
1.50000000000000e+01 9.87691821650547e-01 9.87660365135998e-01 3.18485117118130e-05 4.22504809866419e-05 
1.60000000000000e+01 1.12021197609413e+00 1.12017626386884e+00 3.18798817110633e-05 4.23339609868037e-05 
1.70000000000000e+01 1.26128181792117e+00 1.26124157080222e+00 3.19096956566441e-05 4.24133796541623e-05 
1.80000000000000e+01 1.41090134713166e+00 1.41085642804538e+00 3.18371559949563e-05 4.22202544494533e-05 
1.90000000000000e+01 1.56907056372561e+00 1.56902055149809e+00 3.18737911984126e-05 4.23177650899212e-05 
2.00000000000000e+01 1.73578946770302e+00 1.73573408314634e+00 3.19074160275224e-05 4.24073016725312e-05 
2.10000000000000e+01 1.91105805906389e+00 1.91099716512132e+00 3.18639940211807e-05 4.22916862394018e-05 
2.20000000000000e+01 2.09487633780821e+00 2.09480951325509e+00 3.18990443079690e-05 4.23849648948184e-05 
2.30000000000000e+01 2.28724430393599e+00 2.28717141174337e+00 3.18690017038204e-05 4.23050186636808e-05 
2.40000000000000e+01 2.48816195744723e+00 2.48808271835633e+00 3.18464361448591e-05 4.22449879494223e-05 
2.50000000000000e+01 2.69762929834192e+00 2.69754329124077e+00 3.18824759208258e-05 4.23408782105233e-05 
2.60000000000000e+01 2.91564632662007e+00 2.91555298791396e+00 3.20130412443996e-05 4.26891648950390e-05 
2.70000000000000e+01 3.14221304228167e+00 3.14211223476107e+00 3.20816950500650e-05 4.28728893449169e-05 
2.80000000000000e+01 3.37732944532674e+00 3.37722131680576e+00 3.20159826658072e-05 4.26970340986509e-05 
