5.1484506120676515e-03	6.8901573912278122e-02
1.5445351836202954e-02	6.8900477601377380e-02
2.5742253060338258e-02	6.8899143397678317e-02
3.6039154284473560e-02	6.8897571291720472e-02
4.6336055508608864e-02	6.8895821843396349e-02
5.6632956732744169e-02	6.8893966856610367e-02
6.6929857956879474e-02	6.8892133448611600e-02
7.7226759181014779e-02	6.8890425224553326e-02
8.7523660405150069e-02	6.8888798463015058e-02
9.7820561629285374e-02	6.8887337373313443e-02
1.0811746285342068e-01	6.8886069643481596e-02
1.1841436407755598e-01	6.8884916063944118e-02
1.2871126530169127e-01	6.8883883979996646e-02
1.3900816652582659e-01	6.8882936910101597e-02
1.4930506774996188e-01	6.8882100185619466e-02
1.5960196897409720e-01	6.8881367342796970e-02
1.6989887019823249e-01	6.8880715172142545e-02
1.8019577142236781e-01	6.8880129216241148e-02
1.9049267264650310e-01	6.8879588667020084e-02
2.0078957387063842e-01	6.8879101615013802e-02
2.1108647509477371e-01	6.8878634090089208e-02
2.2138337631890900e-01	6.8878157927793462e-02
2.3168027754304432e-01	6.8877674304116940e-02
2.4197717876717961e-01	6.8877184376633455e-02
2.5227407999131490e-01	6.8876689284703835e-02
2.6257098121545025e-01	6.8876133066039236e-02
2.7286788243958554e-01	6.8875489946184629e-02
2.8316478366372083e-01	6.8874755555702397e-02
2.9346168488785612e-01	6.8873925607489797e-02
3.0375858611199141e-01	6.8872995896411549e-02
3.1405548733612676e-01	6.8871940619893809e-02
3.2435238856026205e-01	6.8870751036722869e-02
3.3464928978439734e-01	6.8869421797522784e-02
3.4494619100853263e-01	6.8867947657774348e-02
3.5524309223266798e-01	6.8866323311225539e-02
3.6553999345680327e-01	6.8864525358323020e-02
3.7583689468093856e-01	6.8862548004509999e-02
3.8613379590507385e-01	6.8860385573339067e-02
3.9643069712920914e-01	6.8858032505412045e-02
4.0672759835334449e-01	6.8855484549632612e-02
4.1702449957747978e-01	6.8852743140872502e-02
4.2732140080161507e-01	6.8849803374241916e-02
4.3761830202575036e-01	6.8846660451457237e-02
4.4791520324988571e-01	6.8843309679791784e-02
4.5821210447402100e-01	6.8839746470983967e-02
4.6850900569815629e-01	6.8835966340225652e-02
4.7880590692229158e-01	6.8831964904927059e-02
4.8910280814642687e-01	6.8827737882787954e-02
4.9939970937056222e-01	6.8823281090679533e-02
5.0969661059469751e-01	6.8818592487539493e-02
5.1999351181883280e-01	6.8813670766016813e-02
5.3029041304296809e-01	6.8808512163171520e-02
5.4058731426710338e-01	6.8803113000379737e-02
5.5088421549123867e-01	6.8797469685462173e-02
5.6118111671537396e-01	6.8791578716720245e-02
5.7147801793950936e-01	6.8785436682310061e-02
5.8177491916364465e-01	6.8779040260128793e-02
5.9207182038777995e-01	6.8772386216893425e-02
6.0236872161191524e-01	6.8765471407213521e-02
6.1266562283605053e-01	6.8758292772658908e-02
6.2296252406018582e-01	6.8750847340823928e-02
6.3325942528432111e-01	6.8743132224387105e-02
6.4355632650845640e-01	6.8735144620168137e-02
6.5385322773259169e-01	6.8726881808192183e-02
6.6415012895672709e-01	6.8718341150747098e-02
6.7444703018086238e-01	6.8709520091440907e-02
6.8474393140499767e-01	6.8700416152583529e-02
6.9504083262913297e-01	6.8691026931425050e-02
7.0533773385326826e-01	6.8681350136345451e-02
7.1563463507740355e-01	6.8671385423077116e-02
7.2593153630153884e-01	6.8661130646295629e-02
7.3622843752567413e-01	6.8650583728068607e-02
7.4652533874980942e-01	6.8639742652104471e-02
7.5682223997394482e-01	6.8628605467821222e-02
7.6711914119808011e-01	6.8617170297549115e-02
7.7741604242221540e-01	6.8605435335659437e-02
7.8771294364635069e-01	6.8593398847610537e-02
7.9800984487048598e-01	6.8581059168713918e-02
8.0830674609462128e-01	6.8568414702912958e-02
8.1860364731875657e-01	6.8555463922272922e-02
8.2890054854289186e-01	6.8542205366527775e-02
8.3919744976702715e-01	6.8528637637078615e-02
8.4949435099116255e-01	6.8514759387568860e-02
8.5979125221529784e-01	6.8500569323450208e-02
8.7008815343943313e-01	6.8486066201481802e-02
8.8038505466356842e-01	6.8471248834217582e-02
8.9068195588770371e-01	6.8456116097827230e-02
9.0097885711183900e-01	6.8440666931256042e-02
9.1127575833597430e-01	6.8424900335386812e-02
9.2157265956010959e-01	6.8408815365122388e-02
9.3186956078424488e-01	6.8392411116680846e-02
9.4216646200838028e-01	6.8375686732305152e-02
9.5246336323251557e-01	6.8358641408228601e-02
9.6276026445665086e-01	6.8341274395846988e-02
9.7305716568078615e-01	6.8323585004439732e-02
9.8335406690492144e-01	6.8305572600539738e-02
9.9365096812905673e-01	6.8287236607121354e-02
1.0039478693531920e+00	6.8268576503245804e-02
1.0142447705773274e+00	6.8249633051126010e-02
1.0245416718014626e+00	6.8230411663677257e-02
1.0348385730255980e+00	6.8210912377164437e-02
1.0451354742497332e+00	6.8191135267602759e-02
1.0554323754738686e+00	6.8171080450116772e-02
1.0657292766980038e+00	6.8150748078452464e-02
1.0760261779221392e+00	6.8130138344335997e-02
1.0863230791462746e+00	6.8109251476825741e-02
1.0966199803704098e+00	6.8088087741670647e-02
1.1069168815945452e+00	6.8066647432790728e-02
1.1172137828186803e+00	6.8044930858761107e-02
1.1275106840428157e+00	6.8022938351076701e-02
1.1378075852669509e+00	6.8000670276925523e-02
1.1481044864910863e+00	6.7978127038272509e-02
1.1584013877152215e+00	6.7955309071234385e-02
1.1686982889393569e+00	6.7932216845461538e-02
1.1789951901634923e+00	6.7908850863509354e-02
1.1892920913876275e+00	6.7885211565903644e-02
1.1995889926117629e+00	6.7861299234302550e-02
1.2098858938358981e+00	6.7837100332644021e-02
1.2201827950600335e+00	6.7812598861215864e-02
1.2304796962841686e+00	6.7787794963683645e-02
1.2407765975083040e+00	6.7762688826198958e-02
1.2510734987324392e+00	6.7737280676747058e-02
1.2613703999565746e+00	6.7711570784514605e-02
1.2716673011807100e+00	6.7685559459237918e-02
1.2819642024048452e+00	6.7659247050544505e-02
1.2922611036289806e+00	6.7632633924301688e-02
1.3025580048531158e+00	6.7605720438377773e-02
1.3128549060772512e+00	6.7578529880329030e-02
1.3231518073013864e+00	6.7551070474199157e-02
1.3334487085255218e+00	6.7523342791315444e-02
1.3437456097496570e+00	6.7495347436040076e-02
1.3540425109737924e+00	6.7467085045216216e-02
1.3643394121979275e+00	6.7438556287481771e-02
1.3746363134220629e+00	6.7409761862645065e-02
1.3849332146461983e+00	6.7380702501068368e-02
1.3952301158703335e+00	6.7351378927204400e-02
1.4055270170944689e+00	6.7321791822415683e-02
1.4158239183186041e+00	6.7291941861851029e-02
1.4261208195427395e+00	6.7261829751976920e-02
1.4364177207668747e+00	6.7231456229931777e-02
1.4467146219910101e+00	6.7200822062884996e-02
1.4570115232151453e+00	6.7169928047387764e-02
1.4673084244392807e+00	6.7138774905798407e-02
1.4776053256634161e+00	6.7107363180649332e-02
1.4879022268875512e+00	6.7075693341662274e-02
1.4981991281116867e+00	6.7043765894632040e-02
1.5084960293358218e+00	6.7011601894987449e-02
1.5187929305599572e+00	6.6979244601001145e-02
1.5290898317840924e+00	6.6946694762593850e-02
1.5393867330082278e+00	6.6913953155072217e-02
1.5496836342323630e+00	6.6881020578763231e-02
1.5599805354564984e+00	6.6847897859360295e-02
1.5702774366806338e+00	6.6814585847133373e-02
1.5805743379047690e+00	6.6781085416080618e-02
1.5908712391289044e+00	6.6747397463180244e-02
1.6011681403530396e+00	6.6713522907655823e-02
1.6114650415771750e+00	6.6679462690257166e-02
1.6217619428013101e+00	6.6645217772554430e-02
1.6320588440254455e+00	6.6610789136247045e-02
1.6423557452495807e+00	6.6576177782484022e-02
1.6526526464737161e+00	6.6541384731198208e-02
1.6629495476978515e+00	6.6506411020451545e-02
1.6732464489219867e+00	6.6471257705793901e-02
1.6835433501461221e+00	6.6435925859493719e-02
1.6938402513702573e+00	6.6400416569516507e-02
1.7041371525943927e+00	6.6364730939084848e-02
1.7144340538185279e+00	6.6328870086246661e-02
1.7247309550426633e+00	6.6292835142576764e-02
1.7350278562667985e+00	6.6256627253011693e-02
1.7453247574909339e+00	6.6220247576318586e-02
1.7556216587150693e+00	6.6183697284393439e-02
1.7659185599392044e+00	6.6146977561402392e-02
1.7762154611633398e+00	6.6110089603245617e-02
1.7865123623874750e+00	6.6073034617040144e-02
1.7968092636116104e+00	6.6035813820674194e-02
1.8071061648357456e+00	6.5998428442379881e-02
