   5.094    	  0.4931E-01	  0.3061E-01
   5.158    	  0.4835E-01	  0.3087E-01
   5.222    	  0.4739E-01	  0.3114E-01
   5.287    	  0.4644E-01	  0.3142E-01
   5.352    	  0.4550E-01	  0.3172E-01
   5.417    	  0.4456E-01	  0.3202E-01
   5.483    	  0.4362E-01	  0.3234E-01
   5.549    	  0.4269E-01	  0.3267E-01
   5.616    	  0.4177E-01	  0.3301E-01
   5.683    	  0.4085E-01	  0.3337E-01
   5.750    	  0.3994E-01	  0.3373E-01
   5.818    	  0.3904E-01	  0.3412E-01
   5.886    	  0.3814E-01	  0.3452E-01
   5.954    	  0.3724E-01	  0.3494E-01
   6.023    	  0.3635E-01	  0.3537E-01
   6.092    	  0.3547E-01	  0.3582E-01
   6.161    	  0.3459E-01	  0.3629E-01
   6.231    	  0.3372E-01	  0.3679E-01
   6.301    	  0.3286E-01	  0.3730E-01
   6.372    	  0.3200E-01	  0.3783E-01
   6.443    	  0.3114E-01	  0.3839E-01
   6.514    	  0.3030E-01	  0.3898E-01
   6.585    	  0.2946E-01	  0.3959E-01
   6.657    	  0.2862E-01	  0.4024E-01
   6.730    	  0.2780E-01	  0.4091E-01
   6.802    	  0.2697E-01	  0.4162E-01
   6.875    	  0.2616E-01	  0.4236E-01
   6.949    	  0.2535E-01	  0.4314E-01
   7.023    	  0.2455E-01	  0.4396E-01
   7.097    	  0.2376E-01	  0.4483E-01
   7.171    	  0.2297E-01	  0.4575E-01
   7.246    	  0.2219E-01	  0.4672E-01
   7.321    	  0.2141E-01	  0.4774E-01
   7.397    	  0.2065E-01	  0.4883E-01
   7.473    	  0.1988E-01	  0.4999E-01
   7.549    	  0.1913E-01	  0.5122E-01
   7.626    	  0.1839E-01	  0.5254E-01
   7.703    	  0.1765E-01	  0.5394E-01
   7.780    	  0.1692E-01	  0.5545E-01
   7.858    	  0.1619E-01	  0.5707E-01
   7.936    	  0.1548E-01	  0.5882E-01
   8.014    	  0.1477E-01	  0.6070E-01
   8.093    	  0.1407E-01	  0.6275E-01
   8.172    	  0.1337E-01	  0.6498E-01
   8.252    	  0.1269E-01	  0.6741E-01
   8.332    	  0.1201E-01	  0.7008E-01
   8.412    	  0.1134E-01	  0.7302E-01
   8.493    	  0.1068E-01	  0.7628E-01
   8.574    	  0.1002E-01	  0.7990E-01
   8.655    	  0.9377E-02	  0.8397E-01
   8.737    	  0.8739E-02	  0.8856E-01
   8.819    	  0.8110E-02	  0.9378E-01
   8.901    	  0.7488E-02	  0.9978E-01
   8.984    	  0.6875E-02	  0.1067    
   9.067    	  0.6271E-02	  0.1149    
   9.151    	  0.5674E-02	  0.1247    
   9.235    	  0.5086E-02	  0.1365    
   9.319    	  0.4507E-02	  0.1512    
   9.403    	  0.3936E-02	  0.1698    
   9.488    	  0.3374E-02	  0.1942    
   9.574    	  0.2821E-02	  0.2277    
   9.659    	  0.2276E-02	  0.2766    
   9.745    	  0.1740E-02	  0.3544    
   9.832    	  0.1213E-02	  0.4980    
   9.919    	  0.6942E-03	  0.8516    
   10.01    	  0.1847E-03	   1.591    
   10.09    	  0.1822E-03	  0.1508E-01
   10.18    	  0.1798E-03	  0.1521E-01
   10.27    	  0.1774E-03	  0.1534E-01
   10.36    	  0.1750E-03	  0.1547E-01
   10.45    	  0.1726E-03	  0.1561E-01
   10.54    	  0.1702E-03	  0.1574E-01
   10.63    	  0.1678E-03	  0.1587E-01
   10.72    	  0.1654E-03	  0.1601E-01
   10.81    	  0.1631E-03	  0.1614E-01
   10.90    	  0.1607E-03	  0.1628E-01
   10.99    	  0.1583E-03	  0.1641E-01
   11.08    	  0.1559E-03	  0.1655E-01
   11.17    	  0.1536E-03	  0.1668E-01
   11.26    	  0.1512E-03	  0.1682E-01
   11.36    	  0.1489E-03	  0.1696E-01
   11.45    	  0.1465E-03	  0.1710E-01
   11.54    	  0.1442E-03	  0.1724E-01
   11.64    	  0.1419E-03	  0.1737E-01
   11.73    	  0.1396E-03	  0.1751E-01
   11.82    	  0.1373E-03	  0.1765E-01
   11.92    	  0.1350E-03	  0.1779E-01
   12.01    	  0.1327E-03	  0.1794E-01
   12.11    	  0.1305E-03	  0.1808E-01
   12.20    	  0.1282E-03	  0.1822E-01
   12.30    	  0.1260E-03	  0.1836E-01
   12.40    	  0.1238E-03	  0.1851E-01
   12.49    	  0.1216E-03	  0.1865E-01
   12.59    	  0.1194E-03	  0.1879E-01
   12.69    	  0.1172E-03	  0.1894E-01
   12.79    	  0.1150E-03	  0.1909E-01
   12.89    	  0.1129E-03	  0.1923E-01
   12.98    	  0.1107E-03	  0.1938E-01
   13.08    	  0.1086E-03	  0.1952E-01
   13.18    	  0.1065E-03	  0.1967E-01
   13.28    	  0.1045E-03	  0.1982E-01
   13.38    	  0.1024E-03	  0.1997E-01
   13.48    	  0.1004E-03	  0.2012E-01
   13.58    	  0.9834E-04	  0.2027E-01
   13.68    	  0.9633E-04	  0.2042E-01
   13.79    	  0.9435E-04	  0.2057E-01
   13.89    	  0.9239E-04	  0.2072E-01
   13.99    	  0.9044E-04	  0.2087E-01
   14.09    	  0.8852E-04	  0.2102E-01
   14.20    	  0.8662E-04	  0.2118E-01
   14.30    	  0.8473E-04	  0.2133E-01
   14.40    	  0.8287E-04	  0.2148E-01
   14.51    	  0.8103E-04	  0.2164E-01
   14.61    	  0.7922E-04	  0.2179E-01
   14.72    	  0.7742E-04	  0.2195E-01
   14.82    	  0.7565E-04	  0.2211E-01
   14.93    	  0.7390E-04	  0.2226E-01
   15.03    	  0.7217E-04	  0.2242E-01
   15.14    	  0.7047E-04	  0.2258E-01
   15.25    	  0.6878E-04	  0.2273E-01
   15.35    	  0.6713E-04	  0.2289E-01
   15.46    	  0.6549E-04	  0.2305E-01
   15.57    	  0.6388E-04	  0.2321E-01
   15.68    	  0.6229E-04	  0.2337E-01
   15.78    	  0.6073E-04	  0.2353E-01
   15.89    	  0.5919E-04	  0.2369E-01
   16.00    	  0.5767E-04	  0.2386E-01
   16.11    	  0.5618E-04	  0.2402E-01
   16.22    	  0.5471E-04	  0.2418E-01
   16.33    	  0.5327E-04	  0.2434E-01
   16.44    	  0.5185E-04	  0.2451E-01
   16.55    	  0.5046E-04	  0.2467E-01
   16.66    	  0.4908E-04	  0.2484E-01
   16.78    	  0.4774E-04	  0.2500E-01
   16.89    	  0.4641E-04	  0.2517E-01
   17.00    	  0.4512E-04	  0.2533E-01
   17.11    	  0.4384E-04	  0.2550E-01
   17.23    	  0.4259E-04	  0.2567E-01
   17.34    	  0.4136E-04	  0.2584E-01
   17.45    	  0.4016E-04	  0.2601E-01
   17.57    	  0.3898E-04	  0.2617E-01
   17.68    	  0.3783E-04	  0.2634E-01
   17.80    	  0.3670E-04	  0.2651E-01
   17.91    	  0.3559E-04	  0.2668E-01
   18.03    	  0.3450E-04	  0.2686E-01
   18.14    	  0.3344E-04	  0.2703E-01
   18.26    	  0.3240E-04	  0.2720E-01
   18.38    	  0.3139E-04	  0.2737E-01
   18.49    	  0.3040E-04	  0.2755E-01
   18.61    	  0.2943E-04	  0.2772E-01
   18.73    	  0.2848E-04	  0.2789E-01
   18.85    	  0.2755E-04	  0.2807E-01
   18.97    	  0.2665E-04	  0.2824E-01
   19.09    	  0.2576E-04	  0.2842E-01
   19.20    	  0.2490E-04	  0.2860E-01
   19.32    	  0.2406E-04	  0.2877E-01
   19.44    	  0.2325E-04	  0.2895E-01
   19.56    	  0.2245E-04	  0.2913E-01
   19.68    	  0.2167E-04	  0.2931E-01
   19.81    	  0.2091E-04	  0.2948E-01
   19.93    	  0.2017E-04	  0.2966E-01
   20.05    	  0.1946E-04	  0.2984E-01
   20.17    	  0.1876E-04	  0.3002E-01
   20.29    	  0.1808E-04	  0.3021E-01
   20.42    	  0.1742E-04	  0.3039E-01
   20.54    	  0.1678E-04	  0.3057E-01
   20.66    	  0.1615E-04	  0.3075E-01
   20.79    	  0.1555E-04	  0.3093E-01
   20.91    	  0.1496E-04	  0.3112E-01
   21.04    	  0.1439E-04	  0.3130E-01
   21.16    	  0.1384E-04	  0.3149E-01
   21.29    	  0.1330E-04	  0.3167E-01
   21.41    	  0.1278E-04	  0.3186E-01
   21.54    	  0.1227E-04	  0.3204E-01
   21.66    	  0.1178E-04	  0.3223E-01
   21.79    	  0.1131E-04	  0.3242E-01
   21.92    	  0.1085E-04	  0.3261E-01
   22.05    	  0.1041E-04	  0.3279E-01
   22.17    	  0.9981E-05	  0.3298E-01
   22.30    	  0.9567E-05	  0.3317E-01
   22.43    	  0.9166E-05	  0.3336E-01
   22.56    	  0.8779E-05	  0.3355E-01
   22.69    	  0.8405E-05	  0.3374E-01
   22.82    	  0.8044E-05	  0.3393E-01
   22.95    	  0.7696E-05	  0.3413E-01
   23.08    	  0.7360E-05	  0.3432E-01
   23.21    	  0.7036E-05	  0.3451E-01
   23.34    	  0.6724E-05	  0.3470E-01
   23.47    	  0.6423E-05	  0.3490E-01
   23.60    	  0.6134E-05	  0.3509E-01
   23.74    	  0.5855E-05	  0.3529E-01
   23.87    	  0.5587E-05	  0.3548E-01
   24.00    	  0.5329E-05	  0.3568E-01
   24.14    	  0.5081E-05	  0.3588E-01
   24.27    	  0.4842E-05	  0.3607E-01
   24.40    	  0.4613E-05	  0.3627E-01
   24.54    	  0.4393E-05	  0.3647E-01
   24.67    	  0.4182E-05	  0.3667E-01
   24.81    	  0.3979E-05	  0.3687E-01
   24.94    	  0.3785E-05	  0.3707E-01
   25.08    	  0.3599E-05	  0.3727E-01
   25.22    	  0.3420E-05	  0.3747E-01
   25.35    	  0.3249E-05	  0.3767E-01
   25.49    	  0.3085E-05	  0.3787E-01
   25.63    	  0.2929E-05	  0.3807E-01
   25.76    	  0.2779E-05	  0.3827E-01
   25.90    	  0.2636E-05	  0.3848E-01
   26.04    	  0.2499E-05	  0.3868E-01
   26.18    	  0.2368E-05	  0.3889E-01
   26.32    	  0.2243E-05	  0.3909E-01
   26.46    	  0.2124E-05	  0.3930E-01
   26.60    	  0.2010E-05	  0.3950E-01
   26.74    	  0.1901E-05	  0.3971E-01
   26.88    	  0.1798E-05	  0.3991E-01
   27.02    	  0.1699E-05	  0.4012E-01
   27.16    	  0.1606E-05	  0.4033E-01
   27.30    	  0.1516E-05	  0.4054E-01
   27.44    	  0.1431E-05	  0.4075E-01
   27.59    	  0.1350E-05	  0.4096E-01
   27.73    	  0.1274E-05	  0.4117E-01
   27.87    	  0.1201E-05	  0.4138E-01
   28.02    	  0.1131E-05	  0.4159E-01
   28.16    	  0.1066E-05	  0.4180E-01
   28.30    	  0.1003E-05	  0.4201E-01
   28.45    	  0.9439E-06	  0.4222E-01
   28.59    	  0.8878E-06	  0.4244E-01
   28.74    	  0.8346E-06	  0.4265E-01
   28.88    	  0.7843E-06	  0.4286E-01
   29.03    	  0.7366E-06	  0.4308E-01
   29.18    	  0.6916E-06	  0.4329E-01
   29.32    	  0.6489E-06	  0.4351E-01
   29.47    	  0.6086E-06	  0.4373E-01
   29.62    	  0.5706E-06	  0.4394E-01
   29.76    	  0.5346E-06	  0.4416E-01
   29.91    	  0.5007E-06	  0.4438E-01
   30.06    	  0.4687E-06	  0.4460E-01
   30.21    	  0.4386E-06	  0.4481E-01
   30.36    	  0.4102E-06	  0.4503E-01
   30.51    	  0.3834E-06	  0.4525E-01
   30.66    	  0.3582E-06	  0.4547E-01
   30.81    	  0.3345E-06	  0.4569E-01
   30.96    	  0.3122E-06	  0.4591E-01
   31.11    	  0.2913E-06	  0.4614E-01
   31.26    	  0.2716E-06	  0.4636E-01
   31.41    	  0.2531E-06	  0.4658E-01
   31.57    	  0.2358E-06	  0.4680E-01
   31.72    	  0.2195E-06	  0.4703E-01
   31.87    	  0.2043E-06	  0.4725E-01
   32.02    	  0.1900E-06	  0.4748E-01
   32.18    	  0.1766E-06	  0.4770E-01
   32.33    	  0.1641E-06	  0.4793E-01
   32.49    	  0.1524E-06	  0.4816E-01
   32.64    	  0.1414E-06	  0.4838E-01
   32.79    	  0.1312E-06	  0.4861E-01
   32.95    	  0.1216E-06	  0.4884E-01
   33.11    	  0.1127E-06	  0.4907E-01
   33.26    	  0.1044E-06	  0.4929E-01
   33.42    	  0.9665E-07	  0.4952E-01
   33.57    	  0.8942E-07	  0.4975E-01
   33.73    	  0.8268E-07	  0.4998E-01
   33.89    	  0.7641E-07	  0.5022E-01
   34.05    	  0.7058E-07	  0.5045E-01
   34.21    	  0.6516E-07	  0.5068E-01
   34.36    	  0.6012E-07	  0.5091E-01
   34.52    	  0.5544E-07	  0.5115E-01
   34.68    	  0.5110E-07	  0.5138E-01
   34.84    	  0.4707E-07	  0.5161E-01
   35.00    	  0.4333E-07	  0.5185E-01
   35.16    	  0.3987E-07	  0.5208E-01
   35.32    	  0.3667E-07	  0.5232E-01
   35.48    	  0.3370E-07	  0.5255E-01
   35.65    	  0.3095E-07	  0.5279E-01
   35.81    	  0.2842E-07	  0.5303E-01
   35.97    	  0.2607E-07	  0.5327E-01
   36.13    	  0.2391E-07	  0.5350E-01
   36.30    	  0.2191E-07	  0.5374E-01
   36.46    	  0.2007E-07	  0.5398E-01
   36.62    	  0.1837E-07	  0.5422E-01
   36.79    	  0.1680E-07	  0.5446E-01
   36.95    	  0.1536E-07	  0.5470E-01
   37.12    	  0.1404E-07	  0.5494E-01
   37.28    	  0.1282E-07	  0.5519E-01
   37.45    	  0.1170E-07	  0.5543E-01
   37.61    	  0.1067E-07	  0.5567E-01
   37.78    	  0.9729E-08	  0.5591E-01
   37.94    	  0.8863E-08	  0.5616E-01
   38.11    	  0.8070E-08	  0.5640E-01
   38.28    	  0.7343E-08	  0.5665E-01
   38.45    	  0.6677E-08	  0.5689E-01
   38.61    	  0.6068E-08	  0.5714E-01
   38.78    	  0.5511E-08	  0.5739E-01
   38.95    	  0.5002E-08	  0.5763E-01
   39.12    	  0.4538E-08	  0.5788E-01
   39.29    	  0.4114E-08	  0.5813E-01
   39.46    	  0.3727E-08	  0.5838E-01
   39.63    	  0.3374E-08	  0.5863E-01
   39.80    	  0.3053E-08	  0.5887E-01
   39.97    	  0.2761E-08	  0.5912E-01
   40.14    	  0.2495E-08	  0.5938E-01
   40.31    	  0.2253E-08	  0.5963E-01
   40.48    	  0.2033E-08	  0.5988E-01
   40.66    	  0.1834E-08	  0.6013E-01
   40.83    	  0.1653E-08	  0.6038E-01
   41.00    	  0.1489E-08	  0.6064E-01
   41.18    	  0.1340E-08	  0.6089E-01
   41.35    	  0.1206E-08	  0.6114E-01
   41.52    	  0.1084E-08	  0.6140E-01
   41.70    	  0.9738E-09	  0.6165E-01
   41.87    	  0.8743E-09	  0.6191E-01
   42.05    	  0.7844E-09	  0.6217E-01
   42.22    	  0.7033E-09	  0.6242E-01
   42.40    	  0.6301E-09	  0.6268E-01
   42.58    	  0.5642E-09	  0.6294E-01
   42.75    	  0.5048E-09	  0.6320E-01
   42.93    	  0.4514E-09	  0.6345E-01
   43.11    	  0.4034E-09	  0.6371E-01
   43.28    	  0.3602E-09	  0.6397E-01
   43.46    	  0.3214E-09	  0.6423E-01
   43.64    	  0.2866E-09	  0.6450E-01
   43.82    	  0.2554E-09	  0.6476E-01
   44.00    	  0.2274E-09	  0.6502E-01
   44.18    	  0.2024E-09	  0.6528E-01
   44.36    	  0.1799E-09	  0.6554E-01
   44.54    	  0.1599E-09	  0.6581E-01
   44.72    	  0.1420E-09	  0.6607E-01
   44.90    	  0.1260E-09	  0.6634E-01
   45.08    	  0.1117E-09	  0.6660E-01
   45.26    	  0.9898E-10	  0.6687E-01
   45.45    	  0.8764E-10	  0.6713E-01
   45.63    	  0.7754E-10	  0.6740E-01
   45.81    	  0.6856E-10	  0.6767E-01
   45.99    	  0.6057E-10	  0.6793E-01
   46.18    	  0.5347E-10	  0.6820E-01
   46.36    	  0.4717E-10	  0.6847E-01
