100	116404
200	105163
300	109193
400	117205
500	114391
600	135156
700	153858
800	171854
900	179210
1000	209405
1100	240517
1200	277726
1300	315899
1400	374080
1500	402077
1600	456715
1700	511500
1800	578779
1900	667078
2000	736830
2100	861043
2200	944757
2300	1039904
2400	1178592
2500	1287978
2600	1437203
2700	1553955
2800	1626328
2900	1781765
3000	1947409
3100	2142136
3200	2360148
3300	2542159
3400	2765364
3500	2964237
3600	4014719
3700	3482862
3800	3973947
3900	3956046
4000	4301912
4100	4641572
4200	4805328
4300	5235964
4400	5556001
4500	5893859
4600	7223786
4700	6633192
4800	7016678
4900	7425803
5000	8179273
5100	8515544
5200	9031963
5300	9517058
5400	9672055
5500	10160178
5600	10691260
5700	12128927
5800	11781373
5900	12374947
6000	13061135
6100	14882366
6200	14264220
6300	14934052
6400	16451512
6500	16337712
6600	16987707
6700	18632462
6800	18864020
6900	19222393
7000	21696332
7100	22704624
7200	22808126
7300	22691296
7400	24514505
7500	24563675
7600	26385949
7700	26292688
7800	27946775
7900	29527119
8000	29287029
